"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"46291",477,59.99,-100,6,7,27.76,10,1772,301,0,1771,8.625,59.56,163.6666667,186.6666667,510,521.78,183,196.78,568,200,"AA","N","T","NORTH FLORIDA AREA","N","WCMB","M","F","1","149.9899902","1","1",0,"FLNAVO863",4.333333333,4696,706.02,626.04,69.56,1063310,"0",0.876785714307717,"Young",0.0122163678082774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.277377263042176,2
"46318",44.5,10,-23.5,0.333333333,5,19.19,12,401,363,1.666666667,399,0,12.845,10.66666667,22,52,101.64,11,36.27,63,21,"AA","N","T","HOUSTON AREA","N","WCMB","S","M","1","129.9899902","2","2",0,"HOUHOU281",0.333333333,1118,192.61,148.62,13.51,1063360,"0",0.484848485,"Mid-Aged",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Low",0.296781070274704,3
"46342",29.75,26.49,-7.75,0.666666667,0,7.22,10,225,300,0,220,0,26.4,15.66666667,19,32,102.78,17,24.44,74,21,"AA","N","C","NEW ENGLAND AREA","N","WC","M","G","1","29.98999023","1","1",0,"NNYALB518",0.666666667,925,307.19,277.2,30.8,1063419,"0",0.82456140368421,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.238901153075209,2
"46396",268.75,32.5625,57.25,12.66666667,3,15.93,10,811,300,0,807,6.2125,52.805,43,67.66666667,250,247.89,82,89.67,254,88,"DA","Y","R","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","U","S","1","59.98999023","1","1",0,"SEACHE360",12.33333333,2231,443.75,379.77,42.2,1063527,"0",0.635467980264263,"Senior",0.014,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.260698539609644,2
"46416",64.75,39.99,-27.75,0.666666667,3,6.42,12,420,361,0,419,0,29.99,27.66666667,29.66666667,74,74.64,39,38.09,77,39,"AA","N","T","DALLAS AREA","N","WCMB","A","N","1","149.9899902","1","1",0,"DALFTW817",0,821,343.11,333.13,30.28,1063575,"0",0.932584269670496,"Young",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.251522720817165,2
"46436",36.25,29.99,-5.25,0,0,2.63,12,259,361,0.333333333,259,0,29.99,13,15,38,57.27,19,23.55,56,22,"AA","N","C","CHICAGO AREA","N","WCMB","M","S","1","79.98999023","3","4",0,"CHIDAV319",0,630,394.39,334.41,30.4,1063603,"0",0.866666666666667,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.245310086980364,4
"46437",548.25,44.99,-0.25,14,11,184.38,10,879,9,12.33333333,878,21.525,126.9025,82.66666667,121.6666667,548,480.33,110,97.56,585,105,"AA","N","C","OHIO AREA","R","WCMB","M","U","3","129.9899902","2","2",0,"OHIBER440",4.666666667,4323,553.7,493.72,54.86,1063605,"0",0.679452054635767,"Senior",0.0388748419721871,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.262241921192751,3
"46450",437.5,44.9925,-352.5,7.666666667,15,101.61,12,1696,361,0,1695,17.85,64.19,99,125.3333333,555,460.91,183,154.09,571,183,"AA","N","T","CHICAGO AREA","N","WCMB","S","F","1","199.9899902","1","1",0,"CHISPR217",4.666666667,5070,945.2,836.22,76.02,1063640,"1",0.789893617231355,"Senior",0.0188848920863309,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Medium",0.367541411055708,2
"46471",864.75,72.49,-295.75,11.33333333,18,760.36,12,1834,39,7,1745,15.6,90.3375,162,217,963,650.6,221,174.5,782,198,"CA","N","T","CENTRAL/SOUTH TEXAS AREA","N","WCMB","M","H","2","149.9899902","1","2",0,"SANKIL254",5,6506,596.58,514.93,51.49,1063681,"0",0.746543778801843,"Young",0.0261490495826209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"High",0.314759851533563,2
"46474",576.75,31.98,-5.75,7.333333333,15,62.09,10,3048,299,7.333333333,3044,70,105.6125,165,213.3333333,579,585.67,346,338.22,609,361,"M","N","C","SOUTH FLORIDA AREA","N","WCMB","B","S","1","59.98999023","1","1",0,"MIAWPB561",1.333333333,5271,1054.53,992.56,110.28,1063686,"0",0.77343750012085,"Senior",0.0663802831593222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.319479695800137,2
"46476",381.25,44.99,139.75,20,1,19.88,12,999,361,0,939,28.4375,63.9225,71.66666667,110.6666667,335,298,99,93.9,295,87,"C2","N","T","CALIFORNIA NORTH AREA","N","UNKW","U","H","1","299.9899902","1","1",0,"SFROAK510",19,2980,526.06,483.95,48.4,1063689,"0",0.647590361280846,"None",0.0540575219556705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Medium",0.332523118060591,2
"46499",557.25,61.115,-307.25,29.66666667,11,382.38,10,664,298,0.333333333,652,10.575,62.23,79,118.3333333,660,434.78,94,72.44,475,69,"AA","N","C","ATLANTIC SOUTH AREA","N","WCMB","M","N","1","79.98999023","2","2",0,"NCRFAY910",5,3913,587.84,527.86,58.65,1063730,"0",0.667605633990875,"Senior",0.0179895890038106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.268509682654653,3
"46506",174.5,39.99,-32.5,0.666666667,4,45.64,10,487,298,0,486,0,31.1225,61,69,185,151.33,74,54,144,57,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","M","U","1","149.9899902","1","1",0,"SEAPOR503",0.666666667,1362,461.56,256.6,28.51,1063742,"0",0.884057971014493,"Senior",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.242782951214502,2
"46516",1438.75,84.99,-206.75,52.33333333,25,187.08,12,6869,157,20,6869,19.0625,98.51,319.3333333,455.3333333,1508,1241.64,807,624.45,1379,704,"K","N","C","ATLANTIC SOUTH AREA","R","WCMB","S","M","3","129.9899902","2","2",0,"ATLATL678",27.66666667,13658,1302.35,1247.37,113.4,1063765,"0",0.701317715937139,"Senior",0.0146370023419204,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"High",0.251318191258166,3
"46537",281.5,69.99,-74.5,3.333333333,17,34.34,10,865,298,11,856,9.375,72.4675,99.33333333,111.6666667,306,218.11,122,95.11,271,110,"AA","N","R","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","M","O","1","149.9899902","2","2",0,"SEWMED541",3,1963,738.51,658.53,73.17,1063815,"0",0.889552238510582,"Senior",0.0126944794247877,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.326056684100148,3
"46556",554.25,39.99,767.75,29.33333333,27,36.82,12,865,360,7.666666667,855,79.94,110.1775,209.6666667,279,298,146.4,184,85.5,193,115,"AA","N","T","ATLANTIC SOUTH AREA","N","WCMB","M","N","1","129.9899902","3","3",0,"ATLANE678",12,1464,414.71,336.74,33.67,1063855,"0",0.751493429032258,"Senior",0.192761206626317,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.375647853836211,4
"46566",760,94.99,84,5.333333333,18,34.46,12,2715,359,12.33333333,2715,0,105.65,116.3333333,165,732,1124.82,156,246.82,795,190,"A","N","C","DC/MARYLAND/VIRGINIA AREA","N","WC","U","N","1","29.98999023","3","5",0,"NCRGRB757",4,12373,1849.14,1760.15,160.01,1063878,"0",0.705050504848485,"None",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"High",0.251213751206511,4
"46569",582.25,44.99,-339.25,15.33333333,10,440.88,10,1078,75,0,1077,0,35.305,96,126,695,663.78,125,119.67,764,136,"AA","N","T","NEW ENGLAND AREA","R","WC","S","H","2","9.989997864","1","1",0,"NNYALB518",4.333333333,5974,436.75,406.76,45.2,1063884,"0",0.761904761904762,"Senior",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.260810981054275,2
"46592",36.25,10,-9.25,0.666666667,9,5.92,10,215,297,4.333333333,184,0,11.9225,9.333333333,14.66666667,39,46.5,21,23,38,21,"DA","N","C","NEW ENGLAND AREA","N","WCMB","U","N","1","59.98999023","2","2",0,"BOSMAN603",0.666666667,372,121.24,101.04,12.63,1063923,"0",0.636363636196281,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.266703606492254,3
"46624",206,59.99,49,11.33333333,15,21.24,12,848,358,1,848,0,50.7325,65,81.33333333,190,227.27,72,77.09,204,71,"AA","N","C","GREAT LAKES AREA","N","WCMB","M","U","1","59.98999023","2","2",0,"DETJAC517",10,2500,682.36,602.38,54.76,1063995,"0",0.799180327901606,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.251664217662076,3
"46644",494.25,10,49.75,8.333333333,3,157.69,12,1407,359,4.666666667,1407,4.425,15.415,173,219,478,317.09,197,127.91,411,154,"AA","N","C","NEW YORK CITY AREA","N","WCMB","B","G","1","149.9899902","2","3",0,"NYCBRO917",7.666666667,3488,166.31,126.32,11.48,1064040,"0",0.789954337899543,"None",0.0266069388491372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.27596920678401,3
"46648",1136,104.99,546,28.66666667,48,459.3,12,2791,86,23.33333333,2708,28.4375,128.3925,184.6666667,246,954,894.5,306,270.8,929,284,"AA","N","T","DALLAS AREA","N","WCMB","M","H","1","79.98999023","2","5",0,"DALSLS903",16.33333333,8945,1279.65,1138.96,113.9,1064051,"0",0.750677506910569,"Young",0.0222228734419568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"High",0.279786298623211,3
"46666",217.25,59.99,-46.25,0.333333333,8,283.73,12,429,358,1.666666667,418,0.3,50.29,31.33333333,36.33333333,233,227.6,36,41.8,226,38,"AA","N","C","CENTRAL/SOUTH TEXAS AREA","N","WCMB","U","G","1","149.9899902","2","2",0,"SANSAN210",0.333333333,2276,545.5,516.83,51.68,1064082,"0",0.862385321088292,"None",0.000549954170485793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.256921296634555,3
"46669",52.25,10,-49.25,1,21,52.64,10,260,296,0.333333333,256,0.125,10.215,18.33333333,24,69,88.89,24,28.44,51,19,"AA","N","T","CHICAGO AREA","N","WCMB","U","N","1","79.98999023","2","2",0,"MILWAU262",1,800,145.89,105.9,11.77,1064090,"0",0.76388888875,"Young",0.000856809925286175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.324357240790646,3
"46679",318.75,29.99,51.25,1.333333333,9,44.68,10,960,101,5,960,5.775,30.5675,79.33333333,112,302,247.56,137,106.67,252,114,"AA","N","C","HOUSTON AREA","R","WCMB","M","H","3","79.98999023","1","1",0,"HOUHOU281",0.333333333,2228,378.99,319.01,35.45,1064104,"0",0.708333333303571,"Senior",0.0152378690730626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.274786273353479,2
"46709",336.5,39.99,-54.5,4.666666667,13,46.32,10,1082,296,0,951,0,37.905,95.33333333,125.3333333,355,303.25,140,118.88,340,131,"DA","N","T","SOUTHWEST AREA","N","WC","U","H","1","29.98999023","1","2",0,"NMXLCR505",1.333333333,2426,398.88,304.89,38.11,1064165,"0",0.760638298048042,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.271331199512275,2
"46725",602.5,39.99,-205.5,17.33333333,27,125.81,10,2513,102,34,2500,23.0125,66.1175,145.6666667,241.3333333,671,581.89,301,277.78,603,281,"BA","N","T","CENTRAL/SOUTH TEXAS AREA","R","WCMB","S","H","2","99.98999023","1","1",0,"SANMCA210",2.666666667,5237,558.1,494.12,54.9,1064187,"0",0.603591160442485,"Senior",0.0412336498835334,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.297987926549258,2
"46739",270.75,29.99,101.25,6,5,116.9,12,1268,358,2.333333333,1223,12.4075,42.3975,59,75.33333333,237,349.9,81,122.3,364,125,"AA","N","T","DC/MARYLAND/VIRGINIA AREA","N","WCMB","U","G","1","29.98999023","2","3",0,"NCRRIC804",0,3499,672.94,589.51,58.95,1064215,"0",0.783185840742619,"None",0.0184377507652985,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.264123490755935,3
"46749",247.75,27.0875,-28.75,25.33333333,27,49.77,12,2162,358,10.66666667,2145,15.6,42.6875,102.3333333,140.6666667,257,317.27,156,195,234,151,"AA","N","C","LOS ANGELES AREA","N","WCMB","U","H","1","129.9899902","2","2",0,"LAXRIV909",13,3490,551.7,491.72,44.7,1064239,"0",0.72748815124941,"None",0.0282762370853725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Low",0.312210523483451,3
"46760",324.5,10,-129.5,6.333333333,10,166.55,10,564,296,3.666666667,548,0,10.39,49.33333333,65,368,281.88,90,68.5,304,76,"A","N","T","NEW ENGLAND AREA","N","WC","M","I","1","29.98999023","2","2",0,"HARHAR860",6.333333333,2255,161.71,101.59,12.7,1064261,"0",0.758974358923077,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.294307314727183,3
"46789",705.75,59.99,-117.75,17.66666667,18,105.94,10,1030,295,7,1011,32.8,91.4025,78.33333333,97.33333333,745,766.67,116,112.33,717,103,"B2","N","T","OHIO AREA","N","WCMB","M","S","1","149.9899902","1","1",0,"OHHCHI740",5,6900,744.63,682.81,75.87,1064301,"0",0.80479452054126,"Young",0.044048722184172,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"High",0.267715425985082,2
"46795",154.75,22.995,-16.75,11.33333333,4,52.25,10,828,237,0,807,0.875,18.9925,48.66666667,64,261,253.25,104,100.88,245,97,"C2","N","R","OHIO AREA","N","WCMB","M","N","1","79.98999023","1","1",0,"OHHCHI740",2.333333333,2026,335.66,273.83,34.23,1064317,"0",0.76041666671875,"Young",0.00260680450455818,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.240127260200781,2
"46803",321.25,37.495,99.75,21.66666667,3,40.55,10,1262,295,8,1231,11.6,44.365,68,97.33333333,288,262.33,147,136.78,238,127,"I","N","T","OHIO AREA","N","WCMB","S","D","1","149.9899902","1","1",0,"OHHATH740",1.666666667,2361,318.29,267.7,29.74,1064328,"0",0.698630137010227,"Young",0.0364447516415847,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.262439820277426,2
"46822",20.75,29.99,7.25,4.666666667,1,17,10,49,295,0,47,0,30.26,5.666666667,12.33333333,18,17.89,6,5.22,23,7,"I","N","T","OHIO AREA","N","WC","M","N","1","29.98999023","2","2",0,"OHHCHI740",0.333333333,161,307.98,273.15,30.35,1064362,"0",0.459459459610665,"Mid-Aged",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.274996675171316,3
"46831",294.75,42.49,-66.75,27.33333333,5,98.73,12,1166,357,2.666666667,1136,0,42.49,93.33333333,129.3333333,317,341.55,108,103.27,368,112,"I","N","T","OHIO AREA","N","WC","U","U","1","29.98999023","2","2",0,"OHHATH740",3.333333333,3757,545.7,496.36,45.12,1064378,"0",0.721649484696302,"Senior",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.247806167951599,3
"46840",588.25,75.4925,332.75,32,75,93.83,12,2015,200,12.66666667,1988,11.5625,94.9025,157,225.3333333,477,384.09,223,180.73,531,244,"B2","N","T","OHIO AREA","R","WCMB","A","S","2","99.98999023","2","2",0,"OHHCHI740",3,4225,819.13,763.1,69.37,1064392,"0",0.696745562233246,"Senior",0.0141155860486126,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.280285286397998,3
"46845",1705.25,94.98,-335.25,23.66666667,31,286.68,12,4660,357,10,4656,137.8125,266.275,297.3333333,366.3333333,1817,1496.82,524,423.27,1853,509,"AA","N","C","ATLANTIC SOUTH AREA","N","WCMB","U","N","1","199.9899902","1","1",0,"NCRWIN336",20.66666667,16465,2597.17,2482.2,225.65,1064404,"0",0.811646951757202,"None",0.0530625642526288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Very High",0.241452558308576,2
"46847",376.25,39.99,98.75,11.66666667,26,54.66,10,982,295,0,981,2.975,34.7775,123.6666667,160.3333333,343,301.67,142,109,332,124,"AA","N","C","GREAT LAKES AREA","N","WCMB","U","F","1","59.98999023","1","1",0,"DETDET313",10,2715,363.93,303.95,33.77,1064406,"0",0.771309771678027,"Senior",0.00817464897095595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.243240344019894,2
"46888",148.25,39.99,116.75,8,1,47.69,10,285,295,0,279,0,30.26,23.33333333,41.33333333,109,154.22,33,31,155,30,"AA","N","C","PHILADELPHIA AREA","R","WCMB","M","I","1","99.98999023","1","1",0,"PHICHC215",8,1388,333.13,273.15,30.35,1064486,"0",0.564516128997138,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.304217790280807,2
"46930",583.5,44.99,-138.5,6.666666667,5,68.86,12,925,356,3.666666667,815,20.825,56.39,108,133.6666667,630,447.1,124,81.5,521,102,"AA","N","C","GREAT LAKES AREA","N","WC","U","N","1","29.98999023","1","2",0,"DETDET313",5.666666667,4471,587.89,463.22,46.32,1064573,"0",0.80798004967382,"None",0.0354232934732688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.248379934532634,2
"46938",58.25,10,6.75,2,12,16.83,12,293,356,1.666666667,290,0,10.2475,26.33333333,34.33333333,56,52.18,30,26.36,41,22,"AA","N","T","DALLAS AREA","N","WCMB","M","G","1","59.98999023","2","2",0,"DALDAL214",1,574,152.06,112.07,10.19,1064593,"0",0.766990291239514,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.29846735846497,3
"46939",637.5,71.98,24.5,9.333333333,18,487.59,10,2032,294,4,2032,1.275,65.72,105,143.3333333,629,696.11,185,225.78,756,233,"AA","N","C","LOS ANGELES AREA","N","WCMB","S","B","1","59.98999023","2","2",0,"LAXSMN310",7.666666667,6265,699.08,619.1,68.79,1064596,"0",0.732558139705246,"Young",0.00182382559935916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"High",0.283087256744874,3
"46967",392.5,34.0975,-203.5,9.333333333,3,70.22,10,1746,175,3,1408,21.885,51.33,136.6666667,172,460,438.13,183,176,377,158,"AA","N","C","NEW YORK CITY AREA","N","WCMB","U","B","1","149.9899902","1","4",0,"NYCNEW201",7.333333333,3505,925.58,631.81,78.98,1064646,"0",0.794573643604651,"None",0.0236446336351261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.260526011948499,2
"46971",617.5,57.405,62.5,14,33,145.02,10,2284,52,12,2272,0,68.215,189.3333333,244.6666667,597,550.22,288,252.44,524,241,"BA","N","C","LOS ANGELES AREA","R","WCMB","U","H","2","99.98999023","1","1",0,"LAXMON323",8,4952,721.38,635.6,70.62,1064655,"0",0.773841961611193,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.238434861768324,2
"46979",166.75,44.99,62.25,3.666666667,7,9.65,12,633,356,0,628,0,35.9275,41.33333333,60,146,170.55,49,57.09,163,56,"AA","N","C","GREAT LAKES AREA","N","WCMB","U","I","1","199.9899902","1","2",0,"DETANN734",3.333333333,1876,743.11,637.83,57.98,1064664,"0",0.688888888833333,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Low",0.238575908737644,2
"46984",411,22.255,-411,28.66666667,211,500.03,10,3358,229,20,3337,6.975,35.2775,136,209.6666667,548,1067.22,216,370.78,1034,369,"ZA","Y","C","DC/MARYLAND/VIRGINIA AREA","R","WCMB","U","H","2","99.98999023","1","1",0,"APCWAS202",22.33333333,9605,675.13,589.2,65.47,1064678,"0",0.648648648545525,"None",0.0103313435930858,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.411135555895362,2
"46993",437.25,59.99,265.75,4,10,67.58,10,1161,294,0.666666667,965,0,67.7725,52,67.33333333,349,421.5,102,120.63,429,117,"A","N","T","SOUTH FLORIDA AREA","N","WCMB","U","H","1","129.9899902","4","4",0,"MIAMIA305",3.333333333,3372,681.9,555.05,69.38,1064699,"0",0.772277227761004,"Senior",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.282453368491597,5
"46994",672,39.99,-452,15,5,373.76,12,1238,356,4.333333333,1232,77.2625,117.74,67.33333333,108,823,429.64,149,112,525,102,"DA","Y","C","NEW YORK CITY AREA","N","WCMB","U","H","1","129.9899902","1","1",0,"NYCNEW201",12.66666667,4726,916.79,856.81,77.89,1064704,"0",0.623456790092593,"None",0.0842750248148431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"High",0.275615392061034,2
"47028",1896,84.99,377,39.66666667,18,194.17,12,7762,347,4.666666667,7762,19,298.9675,249,339.6666667,1770,2168.55,579,705.64,2389,783,"BA","N","C","ATLANTIC SOUTH AREA","N","WCMB","S","N","1","59.98999023","1","1",0,"AIRSPA864",32.66666667,23854,4185.39,4101.41,372.86,1064768,"0",0.733071638789689,"Senior",0.00453960084962214,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very High",0.23652668832696,2
"47034",48.5,39.99,-33.5,1,3,3.34,12,527,355,1.333333333,492,0,30.2375,15,17.33333333,60,127.9,24,49.2,88,38,"AA","N","R","NORTHWEST/ROCKY MOUNTAIN AREA","R","WC","M","N","1","9.989997864","1","2",0,"SEAEUG541",0.333333333,1279,363.11,304.13,30.41,1064775,"0",0.865384615551036,"Mid-Aged",0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.351283737820255,2
"47044",710.75,44.9925,33.25,10.33333333,22,139.42,12,2778,87,16.66666667,2766,0.3,41.2875,160,200,700,770.45,258,251.45,745,265,"BA","N","T","GREAT LAKES AREA","R","WC","U","J","2","29.98999023","2","2",0,"PITHOM412",10,8475,747.91,667.93,60.72,1064793,"0",0.8,"None",0.000401117781551256,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"High",0.273301957208788,3
"47133",973.75,44.99,-175.75,40.33333333,39,159.43,10,3753,13,50,3477,47.25,93.5875,298.3333333,326.3333333,1032,815.13,532,434.63,850,448,"A","N","C","NEW YORK CITY AREA","N","WCMB","M","H","4","199.9899902","2","2",0,"NYCMAN917",40.33333333,6521,748.32,633.35,79.17,1065003,"0",0.914198161380408,"Senior",0.0631414368184734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"High",0.271362290317558,3
