"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"25328",855.25,41.7625,-1.25,9.666666667,3,16.73,29,6107,748,0.666666667,6072,2.7975,42.555,184.6666667,243,856,686.3,228,224.89,812,216,"AA","N","C","SOUTH FLORIDA AREA","N","WCMB","B","S","2","29.98999023","1","1",0,"MIADFD954",1.666666667,18530,1763.35,1700.79,62.99,1019579,"0",0.759945130452675,"Senior",0.00158646893696657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.318912125715169,2
"25345",460.5,50,-130.5,4,11,176.29,25,2521,747,1.666666667,2481,0.75,50.75,57.66666667,73.33333333,504,507.65,109,107.87,488,123,"AA","N","C","NEW YORK CITY AREA","N","WC","U","F","1","29.98999023","3","3",0,"NYCNAS516",2.333333333,11676,1274.94,1207.2,52.49,1019613,"0",0.786363636444835,"Senior",0.000588262977081274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.322076034771117,4
"25370",140.5,10,3.5,1,2,17.33,27,1477,793,4,1461,0,10.2425,42.66666667,51,139,148.16,59,58.44,124,54,"AA","N","T","HOUSTON AREA","N","WC","A","I","1","29.98999023","3","3",0,"NOLKEN504",0.333333333,3704,726.11,667.7,26.71,1019652,"0",0.836601307254902,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.317741775928034,4
"25375",193,42.49,39,10,10,64.21,23,2875,684,3.666666667,2790,0.25,44.3725,63.66666667,75.66666667,180,272.14,85,132.86,182,92,"AA","N","T","ATLANTIC SOUTH AREA","N","WCMB","M","F","1","59.98999023","2","2",0,"NCRCHA704",0.333333333,5715,1141.82,1069.18,50.91,1019663,"0",0.841409691636942,"Senior",0.000218948695941567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.314309419968184,3
"25399",75,29.99,2,2.333333333,1,11.53,23,814,684,0,811,0,30.26,26.33333333,36,74,65.3,46,40.55,64,38,"A","N","C","GREAT LAKES AREA","N","WC","U","R","1","79.98999023","1","2",0,"DETDET313",2,1306,635.47,603.55,30.18,1019715,"0",0.731481481388889,"Young",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.358667887813893,2
"25426",1277.5,84.99,-217.5,27.33333333,7,57.16,27,13053,791,0.666666667,13024,37.1875,133.5975,445.6666667,539.3333333,1350,1299.21,579,542.67,1528,669,"BA","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","N","WC","U","N","1","29.98999023","1","1",0,"DENDEN303",22.66666667,31181,3769.98,3703.67,154.32,1019772,"0",0.826328801101751,"Young",0.00986411068493732,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"High",0.439627086560358,2
"25464",364.5,50,29.5,6.666666667,15,41.71,29,5588,515,2,5493,0,53.7975,75.33333333,89,355,438.41,144,203.44,374,156,"BA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","B","N","2","79.98999023","1","1",0,"DENBOU303",6.333333333,11837,1648.48,1561.38,57.83,1019840,"0",0.84644194752809,"Young",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.316431385604269,2
"25469",95.25,29.99,-40.25,1,13,8.79,27,1596,791,0.666666667,1512,0,30.57,55,68.66666667,109,110.48,60,60.48,83,46,"AA","N","C","NEW YORK CITY AREA","R","WC","A","S","1","9.989997864","2","2",0,"NYCNEW732",1,2762,937.92,836.98,33.48,1019852,"0",0.800970873747526,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.333105443766702,3
"25483",474,77.03,-57,9,20,119.78,24,1148,744,1.333333333,1148,16.3625,168.065,42.33333333,54,493,411.9,64,54.67,247,32,"AA","N","C","MIDWEST AREA","N","WCMB","B","N","1","59.98999023","1","1",0,"KCYKCK913",1.666666667,8650,3144.7,3112.78,148.23,1019886,"1",0.783950617222222,"Senior",0.00520319903329411,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.403538010025962,2
"25489",71.5,33.01,-0.5,4.666666667,2,21.59,24,619,744,0,582,0,36.26,9.666666667,33.66666667,72,110.9,13,27.71,68,15,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WC","M","N","1","79.98999023","2","2",0,"DENGLD303",1.333333333,2329,965.16,919.42,43.78,1019898,"0",0.28712871285276,"Senior",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.425180284554317,3
"25527",292,50,2,7.666666667,4,61.78,26,3069,498,0,3049,0,58.91,80,108.6666667,291,338.6,106,121.96,259,91,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","R","WCMB","U","N","2","39.98999023","1","1",0,"SEAPOR503",7.333333333,8465,1549.07,1483.77,59.35,1019978,"0",0.736196318792578,"None",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.337491844417484,2
"25571",781,75,-490,22.33333333,5,179.69,24,5597,742,2.333333333,5563,0.0975,75.5925,141,188,944,810.43,267,241.87,1028,295,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","S","N","1","59.98999023","1","1",0,"DENDEN303",21.66666667,18640,2051.43,1975.18,85.88,1020060,"1",0.75,"Senior",4.75278220558342e-05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.500462627035546,2
"25576",730.75,84.99,-730.75,12.66666667,44,87.85,24,9683,742,12,9561,0,87.1175,215.3333333,248.6666667,974,1037.83,439,415.7,1493,602,"CA","N","C","DALLAS AREA","N","WCMB","U","N","1","29.98999023","1","1",0,"DALDAL214",5.333333333,23870,3156.12,3045.47,132.41,1020083,"0",0.865951742377218,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.314921778307224,2
"25582",620.75,44.9925,-11.75,7,19,299.38,24,2809,358,1,2742,2.625,40.1175,84,116.6666667,625,738.14,145,124.64,809,145,"C","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","S","G","2","199.9899902","1","1",0,"DENCOL719",4.333333333,16239,1463.02,1301.97,59.18,1020094,"1",0.719999999794286,"Young",0.00179423384506022,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"High",0.456271303433817,2
"25586",344.25,49.99,-154.25,6,14,125.28,26,1641,787,2.666666667,1630,0,49.99,50.66666667,70.33333333,396,348.64,79,65.2,386,76,"BA","N","R","GREAT LAKES AREA","N","WC","M","N","1","29.98999023","1","1",0,"DETANN734",5,8716,1483.67,1400.49,56.02,1020102,"0",0.720379147000966,"Senior",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.318038333781928,2
"25589",236,7.255,-236,6,11,222.09,28,4534,685,2,4460,0,44.755,103.3333333,124.6666667,685,590.52,181,178.4,798,211,"GA","N","T","HOUSTON AREA","N","WCMB","U","U","2","149.9899902","1","1",0,"HOUHOU281",2,14763,1616.15,1533.7,61.35,1020108,"0",0.828877004858589,"None",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.327575853171552,2
"25599",8.5,16.99,-7.5,0,0,0.92,26,85,787,0,84,0,16.99,4.333333333,7.666666667,11,5.16,7,3.36,9,6,"AA","N","C","NORTH FLORIDA AREA","N","WC","M","N","1","29.98999023","1","1",0,"FLNJAC904",0,129,453.91,427.6,17.1,1020128,"0",0.565217391236295,"Young",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.336350022539467,2
"25603",67.25,29.99,-2.25,0.333333333,3,10.11,24,1047,741,0,1010,0,33.4875,12,17,68,119.83,14,43.91,55,15,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WC","U","S","1","29.98999023","1","1",0,"SEAOLY360",0.333333333,2756,861.28,809.81,35.21,1020139,"0",0.705882352941177,"None",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.329318848480694,2
"25604",128,10,18,5,2,3.86,28,2883,848,1,2788,0,10,14.66666667,37,122,180.63,43,103.26,141,50,"BA","N","C","NEW ENGLAND AREA","N","WC","M","N","1","29.98999023","2","2",0,"HARNEW203",5,4877,545.31,506.62,18.76,1020140,"0",0.396396396486487,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.369749311892376,3
"25617",353.25,50,101.75,3.333333333,9,57.34,28,3532,848,5.333333333,3468,0,50.495,89.66666667,118.3333333,319,398.04,116,128.44,352,111,"BA","N","T","CHICAGO AREA","R","WC","S","N","1","9.989997864","2","3",0,"MILMIL414",3,10747,1700.14,1442.74,53.43,1020159,"0",0.757746479114858,"Senior",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.327864814877939,3
"25635",418.25,34.98,-267.25,9.666666667,14,119.77,22,3424,619,2.333333333,3270,18.9,55.4825,113,121,507,378.55,180,163.5,416,147,"CA","N","C","NEW YORK CITY AREA","N","WC","A","S","2","29.98999023","1","1",0,"NYCNAS516",9.666666667,7571,847.58,785.95,39.3,1020195,"0",0.933884297520661,"Senior",0.0222987800561599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.316381319772314,2
"25644",982.5,84.99,-21.5,15.33333333,4,30.78,28,6517,755,1.666666667,6474,8.0625,100.635,262.3333333,329,990,627.85,358,239.78,904,334,"EA","N","C","NEW YORK CITY AREA","N","WCMB","U","S","2","79.98999023","1","1",0,"NYCWHI914",14.33333333,16952,2376.59,2309.71,85.54,1020212,"1",0.797365754711246,"Senior",0.00339246567561085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.425456452502162,2
"25651",195.5,32.57,-25.5,7.666666667,11,50.49,28,1488,847,0,1424,7.875,40.445,54.33333333,70,204,206.22,67,52.74,166,54,"AA","N","T","SOUTH FLORIDA AREA","N","WC","M","S","1","29.98999023","1","1",0,"MIADFD954",4.333333333,5568,1150.33,1048.72,38.84,1020227,"0",0.776190476142857,"Senior",0.00684586162231707,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.361688700784103,2
"25681",1183.5,53.4575,-117.5,94.33333333,18,39.77,28,17633,56,9.666666667,17588,43.675,95.9,360,535.3333333,1223,1656.15,508,651.41,2260,740,"AA","Y","C","DC/MARYLAND/VIRGINIA AREA","N","WCMB","U","S","4","129.9899902","1","2",0,"APCSIL301",81.66666667,44716,3335.61,3279,121.44,1020288,"0",0.672478206766655,"Young",0.0130935571005004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"High",0.311849914738888,2
"25684",48.25,29.99,-23.25,3.666666667,8,19.4,26,1010,785,0.333333333,1008,0,30.095,20.33333333,28.33333333,56,76.72,29,40.32,46,22,"A","N","T","DALLAS AREA","N","WC","U","O","1","79.98999023","1","2",0,"DALFTW817",1.666666667,1918,957.74,913.88,36.56,1020292,"0",0.717647058790311,"Mid-Aged",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.351728982838609,2
"25699",605.5,49.9975,-14.5,3,19,17.69,28,2851,846,10,2787,43.375,93.62,46,56,610,434.81,110,103.22,531,97,"A","N","C","DC/MARYLAND/VIRGINIA AREA","N","WCMB","M","H","1","59.98999023","1","1",0,"APCSIL301",3,11740,1756.41,1681.47,62.28,1020324,"0",0.821428571428571,"Young",0.0246952590795999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"High",0.327323974378129,2
"25702",51,16.99,-8,6,1,13.12,26,266,785,0.333333333,266,0.195,17.4325,14,23,54,21.64,22,10.64,36,17,"A2","N","C","SOUTHWEST AREA","N","WC","M","H","1","29.98999023","1","1",0,"NEVSDG619",6,541,260.21,257.11,10.28,1020329,"0",0.608695652173913,"Mid-Aged",0.000749394719649514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.320342012132963,2
"25703",134,34.98,117,4,7,40.05,26,3699,785,0,3690,12.25,47.4775,41.33333333,50,95,243.8,43,147.6,145,89,"AA","N","C","LOS ANGELES AREA","N","WC","M","G","1","29.98999023","1","1",0,"LAXANA714",4,6095,1088.03,1047.92,41.92,1020330,"0",0.8266666666,"Senior",0.0112588807293917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.307218638484251,2
"25724",423.5,54.91,-12.5,36,15,37.86,24,1613,738,1.333333333,1603,0,49.91,91,135.6666667,428,256.35,121,69.7,387,100,"A","N","C","CHICAGO AREA","N","WC","M","S","1","29.98999023","1","2",0,"CHINBK847",12.33333333,5896,1216.5,1180.71,51.34,1020370,"0",0.670761670596864,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.305590046495047,2
"25776",343.25,69.99,-153.25,4,5,35.24,22,3596,674,6,3511,1.35,58.35,84.33333333,96.33333333,394,403.14,119,167.19,383,125,"AA","N","T","DALLAS AREA","R","WCMB","M","N","1","39.98999023","2","2",0,"DALFTW817",2.666666667,8466,1165.98,1094.68,52.13,1020479,"0",0.875432525947247,"Senior",0.00115782431945659,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.316471617690436,3
"25784",0.5,29.99,0.5,0,0,0.52,22,27,674,0,24,0,30.26,0.666666667,1.666666667,0,1.43,0,1.14,0,0,"AA","N","C","CALIFORNIA NORTH AREA","N","WC","B","N","1","29.98999023","1","1",0,"SFRSFR415",0,30,673.44,633.78,30.18,1020491,"0",0.40000000012,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.301973842788362,2
"25788",283.25,50,-222.25,1.333333333,9,68.74,24,2804,510,1.333333333,2718,0,54.67,25.66666667,38.66666667,357,351.77,85,123.55,218,54,"AA","N","C","CALIFORNIA NORTH AREA","R","WCMB","U","U","2","29.98999023","1","1",0,"SFROAK510",1,7739,1556.78,1459.01,66.32,1020504,"0",0.663793103477259,"None",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.317641691921899,2
"25789",110.75,29.99,70.25,13,19,58.91,26,639,782,0,616,3.9375,40.1675,38.33333333,56.66666667,87,72.06,39,38.5,71,38,"BA","N","C","NEW YORK CITY AREA","N","WC","B","N","1","29.98999023","1","1",0,"NYCNEW201",11.66666667,1153,595.54,565.29,35.33,1020506,"0",0.676470588136678,"None",0.00661164657285825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.300812062767997,2
"25790",570,59.99,-70,17.66666667,49,136.58,22,4847,674,10,4747,15.8,66.995,139,209,593,474.29,258,226.05,548,234,"AA","N","T","NEW ENGLAND AREA","N","WC","U","U","1","299.9899902","1","1",0,"BOSFRA508",15.33333333,9960,1430.44,1356.14,64.58,1020508,"0",0.665071770334928,"Young",0.011045552417438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"Medium",0.381658628626631,2
"25812",296.25,30,-13.25,7.333333333,2,75.08,22,2159,673,0.333333333,2145,0,30.27,76.66666667,110.3333333,301,273.05,113,102.14,307,113,"AA","N","T","GREAT LAKES AREA","N","WC","M","G","1","29.98999023","1","1",0,"DETPON248",6.666666667,5734,680.28,639.65,30.46,1020557,"0",0.694864048578509,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.313623610812631,2
"25838",1081.5,59.99,-586.5,19,22,345.91,24,4138,734,28.33333333,4097,71.625,125.6075,169.3333333,211.6666667,1277,733.04,253,178.13,980,204,"AA","N","C","CALIFORNIA NORTH AREA","N","WC","M","O","1","79.98999023","1","1",0,"SFROAK510",18,16860,2145.6,2081.14,90.48,1020608,"0",0.799999999716535,"Senior",0.0333822706935123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.354987401728313,2
"25883",124.75,44.36,3.25,4.333333333,10,132.39,24,1936,733,1.333333333,1801,0.5,46.0925,47,73,124,129.95,49,81.86,100,47,"AA","N","C","CALIFORNIA NORTH AREA","N","WC","B","O","1","29.98999023","2","2",0,"SFRSFS650",4,2859,1010.31,1008.81,45.86,1020690,"0",0.643835616438356,"Young",0.000494897605685384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.396550250468271,3
"25884",554.25,50,176.75,9.666666667,17,46.72,26,6302,86,1,6258,8.475,63.92,143.6666667,175.6666667,495,506.8,231,250.32,531,277,"AA","N","C","LOS ANGELES AREA","R","WCMB","U","J","3","99.98999023","1","1",0,"LAXCDG310",9.333333333,12670,1853.57,1791.94,71.68,1020691,"1",0.817836812178779,"None",0.00457225785915827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.318642237772666,2
"25892",34.25,39.99,-34.25,0.666666667,1,5.45,24,869,733,0,869,0,29.99,16.33333333,20.66666667,46,118.04,25,37.78,53,26,"BA","N","C","NEW YORK CITY AREA","N","WCMB","M","J","1","29.98999023","2","2",0,"NYCNEW201",0.666666667,2715,883.17,857.04,37.26,1020709,"0",0.790322580356399,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.311290069941215,3
"25901",229.75,69.99,-69.75,6.666666667,6,55.89,24,1727,100,6.333333333,1695,0.2925,69.79,21.33333333,42.66666667,253,159.41,94,77.05,191,75,"CA","N","C","PHILADELPHIA AREA","N","WCMB","M","S","3","129.9899902","2","2",0,"PHIJEN215",5.666666667,3507,924.08,872.26,39.65,1020728,"1",0.499999999882813,"Senior",0.000316531036273916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Low",0.306000929592383,3
"25904",617.5,37.83,251.5,3.666666667,24,110.53,22,1827,671,0.333333333,1785,103.6,141.605,116,143.3333333,534,346.6,117,89.25,438,108,"AA","N","T","OHIO AREA","N","WC","M","N","1","29.98999023","1","2",0,"INDIND317",1,6932,1290.93,1229.75,61.49,1020733,"0",0.809302325769605,"Senior",0.0802522212668386,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"High",0.340414223842185,2
"25950",211.75,52.99,96.25,3.666666667,8,23.98,26,4786,778,10.33333333,4467,0,66.2275,51.33333333,70.33333333,180,391.91,94,194.22,190,92,"AA","N","T","CENTRAL/SOUTH TEXAS AREA","N","WC","U","H","1","79.98999023","2","2",0,"SANMCA210",0.333333333,9014,1777.19,1698.14,73.83,1020818,"1",0.72985781989241,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.506124909816432,3
"25983",446.5,25.2375,35.5,5.333333333,12,48.85,22,2693,669,11.33333333,2655,41.475,68.4925,98,148.3333333,435,219.33,204,126.43,396,195,"AA","N","C","GREAT LAKES AREA","N","WC","S","R","1","29.98999023","1","1",0,"DETANN734",5,4606,944.25,901.65,42.94,1020875,"0",0.660674157451837,"Young",0.0439237490071485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.348319916435249,2
"26019",143.25,44.99,68.75,0.666666667,6,6.07,26,1526,775,1.666666667,1484,0,35.2375,54.33333333,67.33333333,120,121.29,60,61.83,139,62,"BA","N","T","NORTH FLORIDA AREA","R","WC","U","G","1","9.989997864","1","1",0,"FLNKIS407",0.333333333,2911,832.21,783.23,32.63,1020941,"0",0.806930693059749,"Young",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.37181871204911,2
"26025",639.25,60.8775,225.75,7,28,58.99,26,3378,598,13.66666667,3341,18.9,80.99,109.3333333,141.6666667,564,441.88,186,133.64,535,169,"CA","N","R","DALLAS AREA","N","WCMB","M","H","2","29.98999023","2","2",0,"DALDTN940",4,11047,1449.01,1384.49,55.38,1020956,"0",0.771764705465467,"Senior",0.0130433882443875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"High",0.333142744446187,3
"26075",130.25,59.99,-130.25,8.666666667,8,38.72,26,494,774,0,483,2.4,62.39,66,92.66666667,174,37.54,77,20.13,87,39,"BA","N","C","DC/MARYLAND/VIRGINIA AREA","N","WC","M","H","1","29.98999023","2","2",0,"APCSIL301",7,901,1207.81,1153.83,48.08,1021068,"0",0.712230215801718,"Senior",0.00198706750233894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.297299081054464,3
"26083",1915.75,75.7175,-874.75,23.33333333,59,116.57,22,5909,157,1,5880,166.4375,296.065,665,849.3333333,2207,751.33,848,280,1314,493,"AA","N","C","NEW ENGLAND AREA","N","WCMB","A","U","2","149.9899902","1","1",0,"BOSBOS781",21.33333333,15778,2434.37,2374.69,113.08,1021082,"1",0.782967032997762,"Senior",0.0683698451755485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very High",0.413542333444043,2
"26099",770,42.49,-85,9,23,21.61,26,7456,719,8.333333333,7455,4.6875,47.92,217.3333333,237,798,574.42,425,310.63,795,432,"AA","N","C","NEW YORK CITY AREA","N","WCMB","M","I","2","29.98999023","2","2",0,"NYCBRO917",9,13786,1168.14,1166.47,48.6,1021126,"0",0.917018283966245,"Young",0.00401278956289486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"High",0.3772262673739,3
"26107",187.5,30,27.5,8,5,35.55,26,2245,539,3.333333333,2210,0,30,45.66666667,79.66666667,178,175.46,95,92.08,160,79,"AA","N","T","CHICAGO AREA","R","WC","M","M","2","9.989997864","1","1",0,"CHINBK847",0,4211,841.77,754.32,31.43,1021145,"0",0.573221757340033,"Senior",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.345934017527471,2
"26112",54.5,50,1.5,2.666666667,1,2.09,22,583,665,0,580,0,54.9225,8.333333333,14.66666667,54,165.38,18,27.62,42,14,"AA","N","C","MIDWEST AREA","N","WC","M","J","1","29.98999023","3","3",0,"KCYKCM816",0.333333333,3473,1174.96,1120.26,53.35,1021153,"0",0.568181818029959,"Mid-Aged",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.300108715652499,4
"26122",78.5,19.99,-11.5,4.666666667,7,2.09,26,1020,773,0,1005,0.2925,20.53,32.66666667,44,82,96.5,39,41.88,95,43,"A2","N","C","SOUTH FLORIDA AREA","N","WC","S","H","1","29.98999023","1","1",0,"MIAFTL954",0.333333333,2316,509.11,501.46,20.89,1021169,"0",0.7424242425,"Senior",0.000574532026477578,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.313768715769142,2
"26135",10,10,-8,2.666666667,2,0.15,28,72,833,0,70,2.78,16.03,9,15,13,4.54,7,2.69,8,5,"I","N","C","DC/MARYLAND/VIRGINIA AREA","N","WC","S","M","1","29.98999023","2","2",0,"APCBAL410",1.333333333,118,375.32,354.12,13.62,1021194,"0",0.6,"Mid-Aged",0.00740701268251092,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.297860737705531,3
